run_id,timestamp,git_hash,objective,network_size,epoch,loss,euler_fb_mean,euler_fb_finite_ratio,violation_count,warning_count,exception_flag,exception_type,exception_message,lifetime_reward_mean
20260105_131431,2026-01-05T13:14:32.320903,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,0,0.36633843183517456,0.10408223163583898,1.0,0,0,0,,,-0.21102800663997387
20260105_131431,2026-01-05T13:14:34.384725,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,99,0.19086188077926636,0.11683380744932947,1.0,0,0,0,,,0.06067662542042644
20260105_131431,2026-01-05T13:14:36.303528,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,199,-0.5479466915130615,0.0600215485147055,1.0,0,0,0,,,0.2714789667388525
20260105_131431,2026-01-05T13:14:38.195174,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,299,-0.01776738464832306,0.05949572818415618,1.0,0,0,0,,,0.3439935603784273
20260105_131431,2026-01-05T13:14:40.176881,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,399,-0.26113569736480713,0.056992032242151255,1.0,0,0,0,,,0.37909135219391454
20260105_131431,2026-01-05T13:14:42.766266,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,499,-0.2873290479183197,0.05176943922020655,1.0,0,0,0,,,0.3934920074264131
20260105_131431,2026-01-05T13:14:44.997724,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,599,-0.13268333673477173,0.046456597145486285,1.0,0,0,0,,,0.40141774645382616
20260105_131431,2026-01-05T13:14:47.372605,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,699,-0.5732340812683105,0.04183901361704784,1.0,0,0,0,,,0.40599122183094816
20260105_131431,2026-01-05T13:14:49.510135,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,799,-0.23747074604034424,0.03847425171032228,1.0,0,0,0,,,0.4088136019162715
20260105_131431,2026-01-05T13:14:51.340066,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,899,-0.5276241302490234,0.035568607983618675,1.0,0,0,0,,,0.4107104787240444
20260105_131431,2026-01-05T13:14:53.208564,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,999,-0.4586324095726013,0.032340643418255016,1.0,0,0,0,,,0.41207937564246794
20260105_131431,2026-01-05T13:14:55.041562,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1099,-0.38328465819358826,0.03172955185074329,1.0,0,0,0,,,0.4131061480806972
20260105_131431,2026-01-05T13:14:56.894169,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1199,-0.45118841528892517,0.029814925641585433,1.0,0,0,0,,,0.41394974775913096
20260105_131431,2026-01-05T13:14:58.786960,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1299,-0.24002161622047424,0.027805917683647294,1.0,0,0,0,,,0.4146407987622592
20260105_131431,2026-01-05T13:15:00.648844,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1399,-0.4460424780845642,0.02612392464591039,1.0,0,0,0,,,0.41520354599241704
20260105_131431,2026-01-05T13:15:02.506609,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1499,-0.4562658369541168,0.024335967079065313,1.0,0,0,0,,,0.4156375356945471
20260105_131431,2026-01-05T13:15:04.359257,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1599,-0.2889239192008972,0.022443571933877138,1.0,0,0,0,,,0.41605822854761476
20260105_131431,2026-01-05T13:15:06.225453,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1699,-0.2567709684371948,0.022511599888701994,1.0,0,0,0,,,0.4164594282548014
20260105_131431,2026-01-05T13:15:08.102603,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1799,-0.5142327547073364,0.022852671219363855,1.0,0,0,0,,,0.4167158385576346
20260105_131431,2026-01-05T13:15:10.031580,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1899,-0.40247878432273865,0.021902275229543876,1.0,0,0,0,,,0.41694914930645666
20260105_131431,2026-01-05T13:15:11.966838,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,1999,-0.19228816032409668,0.020765332650390177,1.0,0,0,0,,,0.4171578584276281
20260105_131431,2026-01-05T13:15:13.825076,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2099,-0.64897620677948,0.020413860058691852,1.0,0,0,0,,,0.4173175043952889
20260105_131431,2026-01-05T13:15:15.693278,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2199,-0.6289491653442383,0.019980846631559076,1.0,0,0,0,,,0.4175190530314109
20260105_131431,2026-01-05T13:15:17.536480,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2299,-0.2858705520629883,0.019853800293097947,1.0,0,0,0,,,0.4176949344132812
20260105_131431,2026-01-05T13:15:19.378426,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2399,-0.3327782452106476,0.021474403621285207,1.0,0,0,0,,,0.41781711910055747
20260105_131431,2026-01-05T13:15:21.198838,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2499,-0.33706653118133545,0.019398576074818267,1.0,0,0,0,,,0.41798011585449796
20260105_131431,2026-01-05T13:15:23.060860,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2599,-0.5145685076713562,0.01762963177806171,1.0,0,0,0,,,0.41809277634867537
20260105_131431,2026-01-05T13:15:24.927565,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2699,-0.31167879700660706,0.018179400627648192,1.0,0,0,0,,,0.4182199009593464
20260105_131431,2026-01-05T13:15:26.798663,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2799,-0.2132183313369751,0.01827906202859424,1.0,0,0,0,,,0.41832986845646464
20260105_131431,2026-01-05T13:15:28.677316,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2899,-0.27900177240371704,0.01831289892471034,1.0,0,0,0,,,0.418408975980309
20260105_131431,2026-01-05T13:15:30.591207,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,2999,-0.17080503702163696,0.016452693838609776,1.0,0,0,0,,,0.4185435584844015
20260105_131431,2026-01-05T13:15:32.502882,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3099,-0.07002648711204529,0.017158637270816825,1.0,0,0,0,,,0.41861580943101345
20260105_131431,2026-01-05T13:15:34.353745,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3199,-0.3866053819656372,0.016950820179100105,1.0,0,0,0,,,0.4187296344060617
20260105_131431,2026-01-05T13:15:36.224604,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3299,-0.3336368203163147,0.015706983553130556,1.0,0,0,0,,,0.41877217158988167
20260105_131431,2026-01-05T13:15:38.111758,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3399,-0.3055938184261322,0.016051418396485814,1.0,0,0,0,,,0.41887798011543265
20260105_131431,2026-01-05T13:15:39.966916,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3499,-0.5427807569503784,0.017154176733346845,1.0,0,0,0,,,0.4189403753719039
20260105_131431,2026-01-05T13:15:41.823642,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3599,-0.5859129428863525,0.01623798049485771,1.0,0,0,0,,,0.4190452152940102
20260105_131431,2026-01-05T13:15:43.735519,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3699,-0.10088896751403809,0.016479800073332173,1.0,0,0,0,,,0.4191001838124353
20260105_131431,2026-01-05T13:15:45.666052,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3799,-0.47084861993789673,0.01526045403890123,1.0,0,0,0,,,0.4191742337854758
20260105_131431,2026-01-05T13:15:47.549838,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3899,0.06458309292793274,0.016340601625855128,1.0,0,0,0,,,0.41917724707183485
20260105_131431,2026-01-05T13:15:49.411772,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,3999,-0.3491516709327698,0.016541763312422405,1.0,0,0,0,,,0.41924223133058136
20260105_131431,2026-01-05T13:15:51.304410,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4099,-0.2835538387298584,0.014838393211266237,1.0,0,0,0,,,0.41930527972859943
20260105_131431,2026-01-05T13:15:53.299953,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4199,-0.3169156312942505,0.014636047456620815,1.0,0,0,0,,,0.4193893884283536
20260105_131431,2026-01-05T13:15:55.177219,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4299,-0.31096261739730835,0.014347950122345878,1.0,0,0,0,,,0.41943511973201775
20260105_131431,2026-01-05T13:15:57.023236,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4399,-0.47872573137283325,0.014758459075303279,1.0,0,0,0,,,0.4194531897111954
20260105_131431,2026-01-05T13:15:58.923768,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4499,-0.37864595651626587,0.014683378092452414,1.0,0,0,0,,,0.4195174883852619
20260105_131431,2026-01-05T13:16:00.788819,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4599,-0.3131749629974365,0.013787834636377738,1.0,0,0,0,,,0.41955086489562765
20260105_131431,2026-01-05T13:16:02.691828,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4699,0.14302846789360046,0.015811187434851205,1.0,0,0,0,,,0.41946229539686974
20260105_131431,2026-01-05T13:16:04.603458,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4799,-0.28546249866485596,0.013978632009159924,1.0,0,0,0,,,0.4196380507865812
20260105_131431,2026-01-05T13:16:06.565109,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4899,-0.5431031584739685,0.012645535923302021,1.0,0,0,0,,,0.4195047453265569
20260105_131431,2026-01-05T13:16:08.422009,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,4999,-0.5951142311096191,0.0134489932966153,1.0,0,0,0,,,0.419662148062829
20260105_131431,2026-01-05T13:16:10.304674,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,5099,-0.7213934659957886,0.013412115917770393,1.0,0,0,0,,,0.4197140845293228
20260105_131431,2026-01-05T13:16:12.206633,6c5a48ebebf7b83f35ca1b620494e42394d48a01,lifetime_reward,8x8,5199,-0.6724928617477417,0.013054500431965438,1.0,0,0,0,,,0.41972856077241383
